Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
18.1250         -0.5188      -0.6252       0.1065    24.2
18.1260         -0.5173      -0.5985       0.0812    18.5
18.1270         -0.5186      -0.6239       0.1053    24.0
18.1280         -0.5213      -0.6801       0.1589    36.1
18.1290         -0.5238      -0.7236       0.1998    45.5
18.1300         -0.5229      -0.7255       0.2026    46.1
18.1310         -0.5219      -0.6889       0.1670    38.0
18.1320         -0.5195      -0.6389       0.1193    27.2
18.1330         -0.5188      -0.6038       0.0850    19.3
18.1340         -0.5184      -0.6011       0.0827    18.8
18.1350         -0.5192      -0.6319       0.1127    25.6
18.1360         -0.5214      -0.6803       0.1589    36.2
18.1370         -0.5231      -0.7195       0.1963    44.7
18.1380         -0.5244      -0.7235       0.1992    45.3
18.1390         -0.5229      -0.6854       0.1626    37.0
18.1400         -0.5194      -0.6287       0.1093    24.9
18.1410         -0.5176      -0.5965       0.0789    18.0
18.1420         -0.5184      -0.6151       0.0967    22.0
18.1430         -0.5208      -0.6689       0.1481    33.7
18.1440         -0.5228      -0.7155       0.1926    43.8
18.1450         -0.5230      -0.7228       0.1998    45.5
18.1460         -0.5215      -0.6904       0.1689    38.4
18.1470         -0.5196      -0.6412       0.1217    27.7
18.1480         -0.5187      -0.6036       0.0849    19.3
18.1490         -0.5185      -0.5965       0.0780    17.7
18.1500         -0.5191      -0.6232       0.1041    23.7
18.1510         -0.5206      -0.6699       0.1493    34.0
18.1520         -0.5228      -0.7110       0.1883    42.8
18.1530         -0.5244      -0.7206       0.1962    44.6
18.1540         -0.5227      -0.6880       0.1654    37.6
18.1550         -0.5199      -0.6323       0.1123    25.6
18.1560         -0.5177      -0.5946       0.0770    17.5
18.1570         -0.5183      -0.6059       0.0877    19.9
18.1580         -0.5204      -0.6566       0.1363    31.0
18.1590         -0.5221      -0.7064       0.1843    41.9
18.1600         -0.5229      -0.7201       0.1972    44.9
18.1610         -0.5211      -0.6926       0.1715    39.0
18.1620         -0.5193      -0.6446       0.1253    28.5
18.1630         -0.5184      -0.6044       0.0860    19.6
18.1640         -0.5184      -0.5925       0.0741    16.9
18.1650         -0.5188      -0.6145       0.0957    21.8
18.1660         -0.5209      -0.6592       0.1382    31.5
18.1670         -0.5238      -0.7027       0.1789    40.7
18.1680         -0.5250      -0.7183       0.1933    44.0
18.1690         -0.5241      -0.6926       0.1685    38.3
18.1700         -0.5215      -0.6390       0.1176    26.7
18.1710         -0.5196      -0.5964       0.0768    17.5
18.1720         -0.5200      -0.5994       0.0794    18.1
18.1730         -0.5224      -0.6459       0.1235    28.1
18.1740         -0.5249      -0.6979       0.1730    39.4
18.1750         -0.5255      -0.7181       0.1926    43.8
18.1760         -0.5248      -0.6966       0.1718    39.1
18.1770         -0.5228      -0.6506       0.1278    29.1
18.1780         -0.5214      -0.6081       0.0867    19.7
18.1790         -0.5213      -0.5916       0.0703    16.0
18.1800         -0.5224      -0.6089       0.0865    19.7
18.1810         -0.5237      -0.6510       0.1273    29.0
18.1820         -0.5255      -0.6959       0.1704    38.8
18.1830         -0.5267      -0.7167       0.1900    43.2
18.1840         -0.5253      -0.6965       0.1712    39.0
18.1850         -0.5236      -0.6448       0.1212    27.6
18.1860         -0.5203      -0.5981       0.0778    17.7
18.1870         -0.5199      -0.5942       0.0743    16.9
18.1880         -0.5225      -0.6366       0.1141    26.0
18.1890         -0.5251      -0.6909       0.1658    37.7
18.1900         -0.5263      -0.7174       0.1911    43.5
18.1910         -0.5263      -0.7016       0.1753    39.9
18.1920         -0.5248      -0.6579       0.1331    30.3
18.1930         -0.5230      -0.6139       0.0909    20.7
18.1940         -0.5224      -0.5932       0.0709    16.1
18.1950         -0.5223      -0.6058       0.0835    19.0
18.1960         -0.5237      -0.6451       0.1213    27.6
18.1970         -0.5255      -0.6908       0.1653    37.6
18.1980         -0.5269      -0.7164       0.1896    43.1
18.1990         -0.5265      -0.7029       0.1764    40.1
18.2000         -0.5250      -0.6552       0.1301    29.6
18.2010         -0.5227      -0.6062       0.0835    19.0
18.2020         -0.5226      -0.5952       0.0726    16.5
18.2030         -0.5245      -0.6318       0.1073    24.4
18.2040         -0.5270      -0.6860       0.1590    36.2
18.2050         -0.5284      -0.7174       0.1890    43.0
18.2060         -0.5276      -0.7072       0.1796    40.9
18.2070         -0.5253      -0.6664       0.1411    32.1
18.2080         -0.5235      -0.6213       0.0977    22.2
18.2090         -0.5229      -0.5964       0.0735    16.7
18.2100         -0.5229      -0.6042       0.0813    18.5
18.2110         -0.5234      -0.6404       0.1170    26.6
18.2120         -0.5244      -0.6866       0.1623    36.9
18.2130         -0.5252      -0.7164       0.1913    43.5
18.2140         -0.5263      -0.7086       0.1823    41.5
18.2150         -0.5249      -0.6642       0.1393    31.7
18.2160         -0.5221      -0.6132       0.0911    20.7
18.2170         -0.5209      -0.5958       0.0749    17.0
18.2180         -0.5231      -0.6268       0.1037    23.6
18.2190         -0.5264      -0.6811       0.1547    35.2
18.2200         -0.5274      -0.7173       0.1899    43.2
18.2210         -0.5269      -0.7129       0.1860    42.3
18.2220         -0.5252      -0.6752       0.1501    34.1
18.2230         -0.5235      -0.6295       0.1060    24.1
18.2240         -0.5233      -0.6014       0.0781    17.8
18.2250         -0.5230      -0.6049       0.0818    18.6
18.2260         -0.5245      -0.6380       0.1135    25.8
18.2270         -0.5258      -0.6840       0.1582    36.0
18.2280         -0.5275      -0.7169       0.1894    43.1
18.2290         -0.5280      -0.7145       0.1865    42.4
18.2300         -0.5270      -0.6741       0.1471    33.5
18.2310         -0.5233      -0.6218       0.0985    22.4
18.2320         -0.5220      -0.5979       0.0759    17.3
18.2330         -0.5225      -0.6228       0.1002    22.8
18.2340         -0.5252      -0.6763       0.1511    34.4
18.2350         -0.5263      -0.7168       0.1905    43.4
18.2360         -0.5259      -0.7178       0.1919    43.7
18.2370         -0.5245      -0.6830       0.1584    36.1
18.2380         -0.5231      -0.6364       0.1133    25.8
18.2390         -0.5222      -0.6047       0.0825    18.8
18.2400         -0.5221      -0.6039       0.0818    18.6
18.2410         -0.5237      -0.6339       0.1102    25.1
18.2420         -0.5255      -0.6794       0.1540    35.0
18.2430         -0.5273      -0.7158       0.1884    42.9
18.2440         -0.5286      -0.7192       0.1905    43.4
18.2450         -0.5274      -0.6835       0.1560    35.5
18.2460         -0.5248      -0.6307       0.1059    24.1
18.2470         -0.5236      -0.6011       0.0775    17.6
18.2480         -0.5248      -0.6193       0.0944    21.5
18.2490         -0.5275      -0.6707       0.1432    32.6
18.2500         -0.5294      -0.7151       0.1857    42.3
18.2510         -0.5295      -0.7223       0.1928    43.9
18.2520         -0.5278      -0.6918       0.1640    37.3
18.2530         -0.5257      -0.6456       0.1199    27.3
18.2540         -0.5245      -0.6106       0.0861    19.6
18.2550         -0.5240      -0.6046       0.0806    18.3
18.2560         -0.5248      -0.6305       0.1057    24.1
18.2570         -0.5260      -0.6749       0.1488    33.9
18.2580         -0.5284      -0.7137       0.1854    42.2
18.2590         -0.5295      -0.7227       0.1932    44.0
18.2600         -0.5295      -0.6923       0.1628    37.0
18.2610         -0.5269      -0.6408       0.1139    25.9
18.2620         -0.5250      -0.6065       0.0815    18.5
18.2630         -0.5250      -0.6179       0.0929    21.1
18.2640         -0.5273      -0.6662       0.1389    31.6
18.2650         -0.5301      -0.7129       0.1828    41.6
18.2660         -0.5294      -0.7253       0.1959    44.6
18.2670         -0.5292      -0.6994       0.1702    38.7
18.2680         -0.5271      -0.6551       0.1279    29.1
18.2690         -0.5255      -0.6185       0.0930    21.2
18.2700         -0.5255      -0.6087       0.0832    18.9
18.2710         -0.5261      -0.6301       0.1039    23.7
18.2720         -0.5275      -0.6720       0.1445    32.9
18.2730         -0.5291      -0.7122       0.1832    41.7
18.2740         -0.5298      -0.7261       0.1963    44.7
18.2750         -0.5301      -0.7010       0.1709    38.9
18.2760         -0.5273      -0.6510       0.1236    28.1
18.2770         -0.5252      -0.6123       0.0871    19.8
18.2780         -0.5256      -0.6170       0.0914    20.8
18.2790         -0.5287      -0.6618       0.1331    30.3
18.2800         -0.5310      -0.7107       0.1797    40.9
18.2810         -0.5318      -0.7291       0.1974    44.9
18.2820         -0.5314      -0.7086       0.1772    40.3
18.2830         -0.5298      -0.6660       0.1362    31.0
18.2840         -0.5281      -0.6273       0.0992    22.6
18.2850         -0.5278      -0.6131       0.0853    19.4
18.2860         -0.5282      -0.6301       0.1018    23.2
18.2870         -0.5295      -0.6696       0.1401    31.9
18.2880         -0.5309      -0.7111       0.1802    41.0
18.2890         -0.5320      -0.7296       0.1976    45.0
18.2900         -0.5307      -0.7104       0.1797    40.9
18.2910         -0.5290      -0.6626       0.1336    30.4
18.2920         -0.5264      -0.6207       0.0943    21.5
18.2930         -0.5262      -0.6186       0.0924    21.0
18.2940         -0.5286      -0.6588       0.1302    29.6
18.2950         -0.5305      -0.7087       0.1783    40.6
18.2960         -0.5309      -0.7321       0.2012    45.8
18.2970         -0.5299      -0.7163       0.1864    42.4
18.2980         -0.5281      -0.6754       0.1473    33.5
18.2990         -0.5261      -0.6350       0.1090    24.8
18.3000         -0.5257      -0.6170       0.0914    20.8
18.3010         -0.5257      -0.6299       0.1042    23.7
18.3020         -0.5265      -0.6671       0.1406    32.0
18.3030         -0.5282      -0.7096       0.1814    41.3
18.3040         -0.5287      -0.7325       0.2038    46.4
18.3050         -0.5284      -0.7184       0.1900    43.2
18.3060         -0.5262      -0.6729       0.1468    33.4
18.3070         -0.5232      -0.6278       0.1047    23.8
18.3080         -0.5228      -0.6197       0.0968    22.0
18.3090         -0.5248      -0.6559       0.1311    29.8
18.3100         -0.5269      -0.7071       0.1802    41.0
18.3110         -0.5278      -0.7351       0.2073    47.2
18.3120         -0.5272      -0.7238       0.1966    44.7
18.3130         -0.5263      -0.6848       0.1586    36.1
18.3140         -0.5244      -0.6431       0.1187    27.0
18.3150         -0.5231      -0.6212       0.0981    22.3
18.3160         -0.5228      -0.6302       0.1075    24.5
18.3170         -0.5243      -0.6654       0.1411    32.1
18.3180         -0.5255      -0.7088       0.1833    41.7
18.3190         -0.5270      -0.7356       0.2086    47.5
18.3200         -0.5270      -0.7270       0.2000    45.5
18.3210         -0.5259      -0.6848       0.1588    36.1
18.3220         -0.5248      -0.6379       0.1131    25.7
18.3230         -0.5238      -0.6238       0.1000    22.7
18.3240         -0.5256      -0.6547       0.1291    29.4
18.3250         -0.5283      -0.7056       0.1773    40.3
18.3260         -0.5291      -0.7379       0.2088    47.5
18.3270         -0.5286      -0.7318       0.2031    46.2
18.3280         -0.5270      -0.6954       0.1684    38.3
18.3290         -0.5258      -0.6529       0.1272    28.9
18.3300         -0.5248      -0.6279       0.1031    23.5
18.3310         -0.5244      -0.6324       0.1080    24.6
18.3320         -0.5251      -0.6644       0.1393    31.7
18.3330         -0.5265      -0.7077       0.1812    41.2
18.3340         -0.5276      -0.7379       0.2103    47.8
18.3350         -0.5288      -0.7345       0.2057    46.8
18.3360         -0.5275      -0.6956       0.1681    38.2
18.3370         -0.5251      -0.6471       0.1220    27.8
18.3380         -0.5242      -0.6270       0.1028    23.4
18.3390         -0.5255      -0.6527       0.1272    28.9
18.3400         -0.5284      -0.7029       0.1745    39.7
18.3410         -0.5294      -0.7392       0.2098    47.7
18.3420         -0.5280      -0.7381       0.2101    47.8
18.3430         -0.5265      -0.7045       0.1780    40.5
18.3440         -0.5248      -0.6611       0.1362    31.0
18.3450         -0.5241      -0.6322       0.1081    24.6
18.3460         -0.5242      -0.6323       0.1081    24.6
18.3470         -0.5247      -0.6613       0.1366    31.1
18.3480         -0.5257      -0.7047       0.1790    40.7
18.3490         -0.5274      -0.7387       0.2113    48.1
18.3500         -0.5270      -0.7408       0.2137    48.6
18.3510         -0.5265      -0.7056       0.1792    40.8
18.3520         -0.5242      -0.6555       0.1314    29.9
18.3530         -0.5227      -0.6291       0.1064    24.2
18.3540         -0.5242      -0.6488       0.1247    28.4
18.3550         -0.5268      -0.6984       0.1716    39.0
18.3560         -0.5288      -0.7389       0.2101    47.8
18.3570         -0.5284      -0.7433       0.2149    48.9
18.3580         -0.5268      -0.7129       0.1861    42.3
18.3590         -0.5252      -0.6692       0.1440    32.8
18.3600         -0.5250      -0.6372       0.1122    25.5
18.3610         -0.5243      -0.6331       0.1089    24.8
18.3620         -0.5253      -0.6586       0.1333    30.3
18.3630         -0.5264      -0.7011       0.1748    39.8
